reg,cl_age90,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
84,0,2021-04-19,3884,696,2458.0,688.0,42.0,44321,10596
4,0,2021-05-09,155,36,90.0,29.0,0.0,1532,175
94,49,2020-12-28,1,0,,,,40,2
75,39,2021-05-11,14,5,8.0,1.0,0.0,646,3
28,79,2021-03-24,329,60,173.0,94.0,2.0,2121,524
44,49,2021-05-14,85,25,51.0,7.0,2.0,2552,83
24,69,2021-06-28,56,15,8.0,33.0,0.0,2173,251
93,19,2021-02-25,1,0,,,,286,0
24,49,2021-07-12,12,3,2.0,7.0,0.0,917,14
93,79,2021-07-16,165,29,29.0,105.0,2.0,8327,1835
44,0,2021-07-30,439,56,226.0,148.0,9.0,38592,10240
93,19,2020-12-10,19,3,,,,190,0
28,69,2021-03-29,280,69,142.0,69.0,0.0,1780,304
44,89,2021-05-10,499,16,293.0,188.0,2.0,8265,3983
2,39,2020-12-15,1,0,,,,23,3
2,69,2021-04-06,22,1,21.0,0.0,0.0,99,10
75,0,2021-04-25,1358,278,772.0,300.0,8.0,14592,3459
11,79,2021-06-06,814,160,265.0,375.0,14.0,17082,4819
52,0,2021-01-13,823,72,,,,6620,1487
2,89,2020-12-16,6,0,,,,39,12
52,29,2021-04-03,15,0,14.0,1.0,0.0,287,0
6,89,2021-05-09,1,0,1.0,0.0,0.0,62,29
11,49,2021-01-16,172,37,,,,5437,221
44,59,2021-02-15,182,38,,,,3180,213
75,59,2020-12-05,76,18,,,,862,33
76,79,2021-02-09,469,92,,,,2700,595
84,19,2020-12-15,10,0,,,,205,0
4,49,2021-05-08,23,5,12.0,6.0,0.0,205,5
28,29,2021-05-01,22,2,19.0,1.0,0.0,250,1
3,49,2021-04-07,3,1,2.0,0.0,0.0,319,4
94,0,2021-05-14,55,7,18.0,25.0,5.0,913,202
27,9,2021-02-28,1,0,,,,62,0
1,9,2020-03-21,0,0,,,,0,0
3,29,2021-03-30,0,0,0.0,0.0,0.0,463,3
93,90,2021-02-20,504,6,,,,2469,1360
75,69,2021-03-21,199,72,93.0,34.0,0.0,1970,227
52,9,2021-03-21,2,0,2.0,0.0,0.0,51,0
76,49,2021-02-21,46,12,,,,943,20
2,89,2020-12-10,4,0,,,,39,12
6,49,2020-03-23,0,0,,,,0,0
6,49,2020-12-21,2,1,,,,75,7
93,90,2021-04-24,323,3,158.0,162.0,0.0,3194,1746
6,89,2021-02-22,8,0,,,,40,16
44,0,2021-08-01,452,62,233.0,148.0,9.0,38600,10240
53,39,2021-07-31,6,0,6.0,0.0,0.0,428,3
76,79,2021-02-07,458,92,,,,2668,577
93,89,2020-12-18,721,27,,,,3424,1364
28,49,2021-05-29,50,11,27.0,12.0,0.0,873,33
3,59,2021-03-03,0,0,,,,236,16
1,79,2021-02-22,8,2,,,,149,59
93,0,2021-02-28,3309,483,,,,26949,5699
1,59,2020-12-22,8,1,,,,136,10
75,0,2021-07-26,422,47,212.0,163.0,0.0,17404,3881
76,79,2021-03-02,400,92,,,,3048,670
24,0,2021-01-11,942,115,,,,5817,1417
44,59,2021-01-31,188,46,,,,2985,195
11,90,2021-02-22,684,3,,,,5640,2993
11,79,2021-07-21,339,54,88.0,186.0,11.0,17726,4918
53,59,2021-03-11,49,9,,,,582,25
4,9,2021-01-10,0,0,,,,21,0
11,39,2021-04-13,315,63,224.0,15.0,13.0,5396,91
11,89,2021-05-25,1037,36,365.0,631.0,5.0,15907,6780
94,9,2021-02-25,0,0,,,,11,0
75,0,2021-07-13,384,38,181.0,165.0,0.0,17260,3868
4,19,2021-04-01,0,0,0.0,0.0,0.0,38,1
27,0,2021-04-24,1357,222,793.0,317.0,25.0,17349,4454
2,49,2021-04-30,8,4,4.0,0.0,0.0,91,7
24,90,2021-04-13,124,0,62.0,62.0,0.0,1118,637
27,69,2021-01-06,227,45,,,,1601,235
44,39,2021-06-01,33,6,20.0,6.0,1.0,1620,32
75,39,2021-05-27,14,5,8.0,1.0,0.0,684,3
75,19,2021-04-10,1,1,0.0,0.0,0.0,113,0
6,29,2021-07-20,0,0,0.0,0.0,0.0,180,1
75,29,2021-02-26,6,3,,,,302,2
28,49,2021-01-23,34,5,,,,418,21
76,69,2020-03-25,104,41,,,,29,3
76,49,2021-01-15,38,5,,,,795,14
94,79,2021-03-16,31,8,11.0,12.0,0.0,145,38
52,19,2021-01-17,1,0,,,,47,0
28,49,2021-06-12,39,10,18.0,11.0,0.0,909,33
1,9,2021-04-09,1,0,1.0,0.0,0.0,23,0
76,0,2021-07-26,537,88,249.0,193.0,7.0,22095,4618
4,89,2021-05-07,28,0,21.0,7.0,0.0,122,42
52,69,2021-04-07,154,44,89.0,20.0,1.0,1550,198
3,29,2021-04-27,2,0,2.0,0.0,0.0,471,3
53,79,2021-03-20,146,23,74.0,40.0,9.0,1082,231
44,19,2021-05-11,3,1,1.0,0.0,1.0,231,0
11,59,2021-05-16,875,292,416.0,156.0,11.0,14657,1103
93,90,2021-06-15,115,1,37.0,77.0,0.0,3515,1873
4,59,2020-12-25,5,2,,,,121,3
4,79,2021-03-23,28,7,17.0,4.0,0.0,153,30
27,19,2021-04-08,4,1,1.0,0.0,2.0,160,0
75,19,2021-04-01,6,1,5.0,0.0,0.0,105,0
2,69,2021-03-27,9,3,6.0,0.0,0.0,93,9
32,29,2021-03-20,28,3,23.0,1.0,1.0,752,3
2,19,2021-05-17,0,0,0.0,0.0,0.0,5,0
1,79,2021-03-02,8,2,,,,152,59
6,90,2021-06-09,0,0,0.0,0.0,0.0,5,1
94,9,2021-05-09,0,0,0.0,0.0,0.0,11,0
3,90,2021-02-01,0,0,,,,10,1
28,69,2021-08-03,90,19,32.0,39.0,0.0,2741,418
75,49,2020-12-10,23,2,,,,474,11
44,0,2021-01-17,3149,325,,,,23116,6585
53,59,2020-12-20,33,5,,,,400,14
53,89,2021-06-19,101,1,40.0,51.0,9.0,1830,693
52,90,2021-02-23,148,0,,,,1116,561
84,79,2021-03-03,935,190,,,,7981,1928
44,0,2021-07-07,504,54,227.0,212.0,11.0,38323,10217
32,90,2020-12-22,387,3,,,,1453,896
11,9,2020-12-07,17,3,,,,587,3
3,0,2021-07-11,93,28,60.0,5.0,0.0,3104,153
4,39,2020-03-18,0,0,,,,0,0
28,29,2021-03-30,15,2,12.0,1.0,0.0,194,1
11,89,2021-07-24,286,11,65.0,206.0,4.0,16891,6910
1,0,2021-06-05,127,26,65.0,36.0,0.0,1394,293
94,90,2021-01-27,13,0,,,,31,21
32,49,2021-06-12,79,26,38.0,15.0,0.0,2970,71
32,39,2021-07-07,25,7,14.0,3.0,1.0,1781,27
75,29,2021-02-24,5,3,,,,302,2
53,90,2021-04-07,82,0,47.0,35.0,0.0,653,368
2,19,2021-07-07,0,0,0.0,0.0,0.0,5,0
4,9,2021-01-11,0,0,,,,21,0
53,69,2021-03-13,97,25,,,,787,99
11,79,2021-04-26,1746,397,828.0,505.0,16.0,15326,4363
53,19,2021-07-17,1,0,1.0,0.0,0.0,89,0
1,79,2021-06-29,24,5,10.0,9.0,0.0,245,95
52,29,2021-04-05,15,0,14.0,1.0,0.0,289,0
53,0,2021-03-26,702,102,396.0,169.0,35.0,5547,1297
44,69,2020-12-12,372,69,,,,3587,542
84,49,2021-06-06,69,14,42.0,10.0,3.0,3513,79
24,19,2021-01-10,0,0,,,,43,0
24,29,2021-06-30,3,0,0.0,1.0,2.0,305,1
94,39,2021-07-05,1,0,0.0,1.0,0.0,52,1
1,19,2021-04-23,1,0,1.0,0.0,0.0,11,0
4,9,2021-07-31,2,0,2.0,0.0,0.0,32,0
27,89,2020-12-29,599,19,,,,2487,1107
24,90,2021-07-28,18,0,5.0,13.0,0.0,1322,731
3,9,2021-06-13,3,0,3.0,0.0,0.0,131,0
94,90,2021-06-24,3,0,0.0,3.0,0.0,83,43
76,19,2021-03-10,0,0,,,,134,0
24,90,2021-05-01,119,0,60.0,59.0,0.0,1195,679
76,0,2021-03-08,1346,242,,,,14804,3331
1,89,2021-01-18,11,0,,,,93,44
4,9,2020-12-14,0,0,,,,21,0
28,90,2021-02-26,203,0,,,,942,510
24,19,2020-03-19,0,0,,,,0,0
28,29,2021-03-16,11,4,6.0,1.0,0.0,182,0
93,69,2020-03-22,79,17,,,,49,1
76,29,2021-03-03,10,1,,,,404,4
84,39,2020-12-24,53,4,,,,1243,10
2,29,2021-05-12,0,0,0.0,0.0,0.0,21,0
27,59,2021-06-06,54,16,23.0,12.0,3.0,2005,128
3,79,2021-08-03,16,3,10.0,1.0,2.0,259,46
53,0,2021-06-13,408,43,185.0,142.0,38.0,7863,1637
1,0,2021-02-09,50,5,,,,806,172
3,49,2021-01-14,2,0,,,,281,3
11,29,2020-03-27,83,16,,,,98,0
24,59,2021-06-27,41,9,15.0,15.0,2.0,1581,77
2,59,2021-03-29,7,0,7.0,0.0,0.0,93,3
76,29,2021-06-15,9,1,6.0,1.0,1.0,582,4
1,79,2021-01-09,10,1,,,,136,55
6,90,2021-06-14,0,0,0.0,0.0,0.0,5,1
6,79,2021-01-28,7,1,,,,55,11
44,59,2020-12-02,124,27,,,,2362,138
1,29,2021-05-12,0,0,0.0,0.0,0.0,28,0
93,90,2021-05-19,208,3,83.0,122.0,0.0,3401,1835
27,19,2021-01-21,6,3,,,,113,0
75,29,2021-01-08,10,0,,,,235,2
84,39,2021-04-27,56,11,38.0,4.0,3.0,2055,17
94,69,2021-05-18,11,3,2.0,5.0,1.0,169,22
44,39,2021-08-04,16,4,9.0,2.0,1.0,1714,32
75,49,2021-05-25,43,11,30.0,2.0,0.0,1136,27
53,79,2021-01-07,132,19,,,,697,140
52,39,2021-01-15,5,1,,,,313,3
76,19,2021-04-07,1,0,1.0,0.0,0.0,148,0
2,19,2021-07-01,0,0,0.0,0.0,0.0,5,0
53,69,2021-06-24,60,10,25.0,19.0,6.0,1269,151
93,0,2021-02-24,3458,473,,,,26307,5561
24,89,2020-12-11,294,10,,,,1163,473
27,69,2021-02-04,246,52,,,,1928,289
75,0,2021-07-02,426,45,198.0,183.0,0.0,17176,3861
44,90,2021-06-06,124,0,67.0,57.0,0.0,3375,2086
4,49,2021-01-09,4,0,,,,85,3
75,9,2021-04-02,4,1,3.0,0.0,0.0,81,0
1,79,2021-02-04,13,1,,,,141,57
4,29,2020-12-24,6,0,,,,62,1
3,89,2021-05-02,3,1,2.0,0.0,0.0,70,14
4,19,2020-12-19,2,0,,,,23,1
3,69,2021-07-31,30,8,16.0,3.0,3.0,439,50
24,29,2021-06-04,6,0,3.0,1.0,2.0,293,1
93,69,2021-07-04,171,33,33.0,103.0,2.0,7486,718
32,9,2021-06-13,2,0,2.0,0.0,0.0,304,1
52,90,2021-07-20,14,0,4.0,10.0,0.0,1597,732
1,69,2021-03-02,4,2,,,,197,45
28,90,2021-04-02,208,0,110.0,98.0,0.0,1138,600
24,0,2021-01-04,902,110,,,,5582,1349
3,89,2021-01-13,3,1,,,,56,11
94,29,2021-03-09,0,0,,,,20,0
3,90,2021-06-03,2,0,1.0,1.0,0.0,13,7
84,79,2021-02-12,962,173,,,,7435,1776
44,0,2020-12-12,2563,265,,,,19182,5229
84,9,2020-12-12,1,0,,,,180,0
44,39,2021-08-03,20,5,12.0,2.0,1.0,1709,32
94,79,2021-06-28,8,2,0.0,4.0,2.0,209,49
44,39,2021-06-26,17,2,11.0,3.0,1.0,1668,32
76,59,2021-02-26,122,26,,,,1709,55
24,9,2021-04-06,3,0,3.0,0.0,0.0,61,0
53,90,2021-06-09,56,0,25.0,29.0,2.0,764,426
93,9,2021-07-08,2,0,1.0,1.0,0.0,310,0
27,49,2020-12-20,53,6,,,,618,11
24,79,2021-02-11,275,49,,,,1403,330
75,19,2021-03-03,3,1,,,,95,0
1,59,2021-06-05,20,6,8.0,6.0,0.0,276,19
24,29,2021-01-11,7,1,,,,140,0
1,0,2021-02-24,27,9,,,,842,176
32,29,2020-12-20,19,0,,,,523,2
75,29,2020-12-12,10,0,,,,214,2
11,90,2021-05-15,611,7,241.0,363.0,0.0,7297,3915
93,19,2021-05-15,7,0,6.0,0.0,1.0,377,0
3,79,2020-12-30,5,1,,,,117,17
2,19,2021-03-30,0,0,0.0,0.0,0.0,5,0
75,90,2021-04-08,148,0,98.0,50.0,0.0,1682,902
4,0,2021-01-22,45,8,,,,755,54
52,39,2021-02-11,13,3,,,,350,3
52,39,2021-06-28,3,1,2.0,0.0,0.0,595,3
32,69,2021-06-15,302,92,117.0,90.0,3.0,6792,1123
6,49,2021-03-15,14,4,8.0,0.0,2.0,153,12
4,90,2021-03-01,1,0,,,,8,1
93,9,2021-07-14,0,0,0.0,0.0,0.0,312,0
44,89,2020-03-23,452,20,,,,64,141
32,29,2021-01-10,15,1,,,,570,2
24,19,2021-03-19,0,0,0.0,0.0,0.0,51,0
94,49,2021-06-13,2,0,1.0,0.0,1.0,64,2
44,39,2021-01-08,37,2,,,,927,23
75,39,2021-06-24,6,1,3.0,2.0,0.0,716,3
75,49,2021-01-01,21,5,,,,517,11
93,0,2020-12-08,2401,341,,,,16656,2999
1,69,2021-04-21,39,8,28.0,3.0,0.0,240,56
75,59,2021-04-15,150,47,90.0,12.0,1.0,1650,84
44,49,2020-12-05,79,12,,,,1323,43
24,49,2021-05-25,37,7,23.0,6.0,1.0,855,14
6,0,2021-01-02,8,1,,,,548,42
32,0,2021-03-31,3460,638,2028.0,777.0,17.0,28266,7280
94,9,2021-01-20,0,0,,,,11,0
76,79,2020-03-21,58,23,,,,19,5
11,69,2021-03-21,1171,394,583.0,177.0,17.0,12763,2162
75,19,2021-08-04,3,0,2.0,0.0,1.0,160,0
44,79,2021-03-08,562,97,,,,6068,1898
27,89,2021-07-17,98,0,38.0,58.0,2.0,4918,2010
11,9,2021-01-29,11,0,,,,659,3
53,89,2021-02-28,233,3,,,,1246,492
11,19,2021-06-20,17,4,10.0,0.0,3.0,1012,4
53,29,2021-05-12,5,0,4.0,0.0,1.0,215,0
75,0,2021-01-28,1503,206,,,,9307,2210
84,9,2020-12-08,5,1,,,,173,0
32,9,2021-02-03,3,0,,,,192,0
52,89,2021-06-08,94,6,47.0,41.0,0.0,3246,1140
27,29,2021-04-17,12,4,7.0,1.0,0.0,441,3
44,79,2021-04-10,621,139,361.0,117.0,4.0,6783,2118
4,0,2021-06-20,149,33,81.0,35.0,0.0,1934,233
44,90,2021-04-07,272,2,172.0,98.0,0.0,3022,1901
1,0,2021-05-05,159,30,109.0,19.0,1.0,1173,252
76,89,2021-02-21,513,37,,,,3088,1255
1,59,2021-01-30,8,0,,,,142,10
3,0,2021-02-28,20,6,,,,2218,82
44,89,2020-12-31,988,34,,,,4884,2463
3,90,2021-02-07,0,0,,,,10,1
11,89,2021-06-21,493,19,124.0,345.0,5.0,16584,6875
11,59,2021-04-16,1139,391,621.0,114.0,13.0,12702,975
44,90,2021-05-19,175,1,103.0,71.0,0.0,3302,2058
93,19,2020-03-26,1,0,,,,22,0
75,29,2021-08-03,10,6,4.0,0.0,0.0,549,2
53,0,2021-07-13,279,18,123.0,101.0,37.0,8054,1661
4,9,2020-12-23,0,0,,,,21,0
75,19,2021-02-09,4,0,,,,90,0
27,39,2021-03-26,19,0,9.0,4.0,6.0,532,9
3,90,2020-12-07,0,0,,,,7,1
2,69,2021-03-09,3,1,,,,91,9
32,0,2021-07-03,1173,165,513.0,484.0,11.0,38073,9253
4,59,2021-04-03,36,13,18.0,5.0,0.0,226,20
27,0,2021-02-16,1567,155,,,,13380,3622
76,49,2021-02-01,54,13,,,,845,15
27,9,2021-03-19,0,0,0.0,0.0,0.0,66,0
1,39,2021-02-26,0,0,,,,63,2
2,89,2021-05-06,10,0,10.0,0.0,0.0,74,26
93,59,2021-06-11,143,45,43.0,50.0,5.0,5504,209
27,49,2021-01-24,39,3,,,,753,16
93,59,2021-08-01,131,33,63.0,29.0,6.0,5699,225
2,29,2021-05-13,0,0,0.0,0.0,0.0,21,0
1,49,2021-07-07,7,2,4.0,1.0,0.0,201,8
53,29,2021-05-07,6,0,5.0,0.0,1.0,210,0
53,0,2021-07-12,290,18,129.0,106.0,37.0,8044,1660
28,69,2021-01-01,154,26,,,,1047,174
52,9,2021-07-09,3,0,3.0,0.0,0.0,71,0
94,89,2021-06-17,5,0,1.0,4.0,0.0,189,80
27,29,2021-07-02,3,1,2.0,0.0,0.0,521,4
4,0,2021-06-08,167,34,95.0,38.0,0.0,1818,219
53,9,2021-08-04,0,0,0.0,0.0,0.0,75,0
3,29,2020-12-17,2,0,,,,411,3
28,79,2020-03-24,51,16,,,,3,3
76,0,2021-02-19,1648,274,,,,13555,3084
3,79,2021-04-16,2,0,2.0,0.0,0.0,151,23
1,89,2021-07-09,20,1,13.0,6.0,0.0,178,80
24,29,2021-06-16,4,0,1.0,1.0,2.0,303,1
6,9,2021-03-13,0,0,,,,27,0
11,9,2021-01-01,10,1,,,,621,3
11,19,2021-03-22,29,0,22.0,4.0,3.0,682,4
93,49,2020-12-28,49,19,,,,1415,19
3,9,2021-03-17,0,0,0.0,0.0,0.0,122,0
4,39,2021-07-03,15,3,11.0,1.0,0.0,200,5
4,19,2021-04-25,0,0,0.0,0.0,0.0,41,1
4,69,2021-03-12,53,21,,,,203,20
84,19,2021-06-09,8,2,4.0,1.0,1.0,438,1
3,89,2020-03-19,0,0,,,,0,0
94,59,2021-03-10,6,0,,,,97,6
94,29,2021-02-02,0,0,,,,19,0
76,69,2021-01-04,186,68,,,,1790,201
1,90,2020-12-23,9,0,,,,19,7
6,19,2021-02-18,3,0,,,,35,1
24,90,2020-12-21,173,2,,,,550,355
28,69,2021-01-10,188,35,,,,1084,182
93,69,2021-06-26,190,37,38.0,113.0,2.0,7458,715
3,9,2021-04-14,0,0,0.0,0.0,0.0,122,0
27,39,2021-02-26,18,2,,,,467,8
75,29,2021-04-24,13,5,7.0,0.0,1.0,415,2
94,19,2021-03-08,0,0,,,,4,0
53,39,2021-06-25,6,0,5.0,1.0,0.0,408,3
76,29,2021-01-19,9,1,,,,338,1
24,39,2021-06-20,6,2,3.0,1.0,0.0,522,3
84,69,2021-01-22,565,140,,,,4890,609
76,79,2021-07-24,117,17,42.0,56.0,2.0,4598,1007
27,59,2021-05-03,125,37,63.0,13.0,12.0,1818,114
28,79,2021-07-14,101,10,43.0,48.0,0.0,3017,746
75,0,2020-12-09,1350,158,,,,6706,1428
2,39,2020-12-22,1,0,,,,23,3
2,19,2021-07-26,0,0,0.0,0.0,0.0,5,0
28,89,2021-07-07,116,1,53.0,62.0,0.0,3368,1278
53,19,2021-04-07,0,0,0.0,0.0,0.0,63,0
24,69,2021-04-04,194,52,99.0,42.0,1.0,1553,195
6,90,2020-12-29,0,0,,,,2,1
32,89,2021-01-23,813,24,,,,4570,2032
28,90,2021-04-11,210,0,104.0,106.0,0.0,1184,636
75,59,2021-02-27,83,21,,,,1306,74
6,39,2021-01-27,3,0,,,,81,0
84,90,2021-06-06,140,1,62.0,77.0,0.0,5224,2767
27,89,2021-05-30,188,4,83.0,100.0,1.0,4772,1984
24,49,2021-01-02,18,4,,,,390,7
2,39,2021-03-24,1,0,1.0,0.0,0.0,29,3
93,9,2021-01-31,3,0,,,,182,0
94,0,2021-01-05,19,6,,,,515,116
93,59,2021-06-05,163,51,54.0,53.0,5.0,5460,209
53,59,2021-03-28,69,14,47.0,5.0,3.0,657,25
11,19,2021-05-27,23,3,15.0,0.0,5.0,963,4
93,9,2021-05-06,6,0,5.0,1.0,0.0,276,0
28,79,2021-06-23,141,17,62.0,62.0,0.0,2964,740
44,69,2021-04-09,531,165,294.0,63.0,9.0,5760,922
76,89,2021-05-07,387,24,212.0,148.0,3.0,4286,1716
11,29,2021-06-16,52,6,29.0,7.0,10.0,3702,35
2,79,2021-03-22,6,3,2.0,1.0,0.0,81,12
4,0,2021-01-07,45,3,,,,722,52
52,0,2020-12-11,919,84,,,,5383,1119
27,89,2020-12-15,612,22,,,,2211,982
44,49,2021-03-19,89,29,52.0,6.0,2.0,1947,70
75,29,2021-06-17,5,0,4.0,0.0,1.0,493,2
27,89,2021-03-20,343,13,193.0,135.0,2.0,4003,1700
3,39,2021-04-27,10,1,8.0,0.0,1.0,473,1
6,89,2021-02-27,10,0,,,,43,21
24,49,2021-01-13,23,0,,,,400,7
75,79,2020-12-03,322,81,,,,1205,260
4,29,2021-01-09,6,0,,,,64,1
93,19,2021-04-24,4,2,0.0,0.0,2.0,353,0
32,89,2021-06-17,412,12,198.0,202.0,0.0,8063,3549
6,69,2021-04-12,9,2,7.0,0.0,0.0,185,30
6,59,2021-07-30,0,0,0.0,0.0,0.0,208,16
76,49,2021-04-10,90,34,48.0,8.0,0.0,1196,23
52,69,2021-04-14,152,49,79.0,23.0,1.0,1614,202
94,0,2021-02-16,50,9,,,,601,140
2,89,2021-06-02,5,0,5.0,0.0,0.0,82,28
4,59,2021-03-28,32,13,15.0,4.0,0.0,210,20
4,59,2021-06-12,29,9,14.0,6.0,0.0,380,28
44,19,2021-01-01,4,0,,,,139,0
24,19,2020-12-20,0,0,,,,43,0
75,90,2021-03-25,150,2,85.0,63.0,0.0,1604,866
24,0,2021-05-02,990,196,471.0,314.0,9.0,10840,2529
53,9,2021-01-20,0,0,,,,39,0
28,39,2020-12-21,18,3,,,,229,3
44,79,2021-05-01,604,164,330.0,104.0,6.0,7265,2252
94,29,2021-05-30,1,0,1.0,0.0,0.0,22,0
52,39,2021-01-26,6,1,,,,326,3
11,49,2021-04-27,556,182,324.0,32.0,18.0,8407,300
53,49,2021-04-08,40,9,20.0,4.0,7.0,426,8
3,39,2021-03-16,1,0,1.0,0.0,0.0,460,1
4,9,2021-01-13,0,0,,,,21,0
32,49,2021-04-27,200,74,109.0,17.0,0.0,2469,52
1,0,2020-12-12,79,5,,,,727,165
32,59,2020-12-14,171,39,,,,2163,136
76,90,2020-12-29,212,6,,,,1054,549
32,79,2021-02-09,630,92,,,,4438,1228
44,59,2021-07-11,50,11,16.0,20.0,3.0,4899,330
52,49,2021-05-03,46,11,33.0,2.0,0.0,818,20
52,19,2021-05-22,4,0,4.0,0.0,0.0,82,0
27,39,2021-07-16,5,2,1.0,1.0,1.0,751,10
1,59,2021-04-28,38,14,21.0,2.0,1.0,193,14
32,90,2021-07-04,125,2,59.0,64.0,0.0,3283,1933
52,69,2021-03-30,142,42,78.0,21.0,1.0,1486,194
94,79,2021-08-02,12,3,5.0,3.0,1.0,213,50
94,49,2020-12-09,2,1,,,,39,2
27,19,2021-06-10,2,1,0.0,1.0,0.0,198,0
3,0,2021-01-03,31,6,,,,1977,67
3,79,2020-12-16,2,1,,,,115,17
75,69,2021-06-18,80,25,32.0,22.0,1.0,2857,308
4,69,2021-04-05,31,13,16.0,2.0,0.0,257,33
28,29,2021-01-13,9,2,,,,151,0
4,69,2021-02-20,17,9,,,,188,14
53,90,2020-12-31,81,0,,,,329,191
53,69,2021-07-16,48,5,22.0,15.0,6.0,1283,153
3,9,2021-05-17,0,0,0.0,0.0,0.0,124,0
52,39,2021-03-23,11,1,10.0,0.0,0.0,405,3
2,49,2021-02-17,2,1,,,,51,1
2,89,2021-05-11,9,1,8.0,0.0,0.0,78,26
1,59,2021-07-09,11,0,6.0,5.0,0.0,308,24
11,59,2021-02-21,508,154,,,,9723,814
94,69,2021-06-11,6,0,3.0,2.0,1.0,174,22
32,59,2021-06-15,177,66,67.0,40.0,4.0,5106,299
84,89,2021-07-26,102,2,45.0,54.0,1.0,11802,4798
2,29,2021-03-09,0,0,,,,13,0
28,0,2021-03-01,1231,123,,,,8617,2260
27,0,2021-06-25,403,41,150.0,192.0,20.0,19692,4829
94,59,2021-05-20,6,2,2.0,1.0,1.0,131,8
24,89,2021-03-26,279,3,125.0,151.0,0.0,2176,904
84,49,2020-12-30,98,15,,,,1835,36
27,69,2021-01-12,230,45,,,,1663,247
27,59,2021-04-28,129,36,71.0,14.0,8.0,1777,113
3,29,2020-12-22,3,0,,,,414,3
76,49,2021-06-16,28,6,13.0,9.0,0.0,1594,31
94,69,2021-01-31,9,0,,,,97,15
93,39,2020-12-16,19,2,,,,1048,6
1,19,2021-08-02,0,0,0.0,0.0,0.0,16,0
27,49,2021-01-13,47,4,,,,709,14
6,90,2020-03-20,0,0,,,,0,0
2,9,2021-05-28,0,0,0.0,0.0,0.0,1,0
11,69,2021-06-26,477,153,136.0,178.0,10.0,17925,2902
84,59,2020-12-13,285,64,,,,2977,126
52,0,2021-06-28,191,28,80.0,82.0,1.0,13242,2728
4,0,2021-07-02,155,42,79.0,34.0,0.0,2046,248
28,49,2020-12-31,19,2,,,,380,19
11,79,2021-05-02,1625,361,768.0,482.0,14.0,15723,4478
2,89,2021-07-17,8,1,7.0,0.0,0.0,90,32
3,29,2021-01-12,1,0,,,,429,3
84,79,2021-07-26,150,15,48.0,80.0,7.0,10959,2593
84,29,2021-03-30,25,1,22.0,0.0,2.0,1144,9
44,89,2021-07-25,97,4,53.0,40.0,0.0,8776,4102
32,59,2021-05-17,315,105,158.0,48.0,4.0,4761,277
76,9,2021-05-14,1,0,1.0,0.0,0.0,153,0
27,49,2021-04-12,48,12,27.0,3.0,6.0,999,22
1,49,2021-04-20,9,3,5.0,1.0,0.0,125,7
53,9,2021-05-22,2,0,2.0,0.0,0.0,61,0
52,79,2021-04-19,213,37,126.0,49.0,1.0,2157,449
32,59,2020-12-22,164,37,,,,2242,147
27,29,2021-05-20,8,2,3.0,1.0,2.0,494,4
52,69,2021-02-21,93,30,,,,1270,166
53,79,2021-01-12,136,17,,,,714,144
4,49,2021-01-11,5,0,,,,85,3
6,9,2021-01-10,0,0,,,,20,0
76,29,2020-03-27,11,3,,,,20,1
24,59,2020-12-06,62,13,,,,542,30
6,29,2021-02-18,14,1,,,,125,1
11,0,2021-05-23,5235,1075,2143.0,1943.0,74.0,94459,19936
44,19,2021-04-04,3,0,2.0,0.0,1.0,206,0
76,49,2021-05-21,46,9,29.0,8.0,0.0,1516,29
28,9,2020-12-03,2,0,,,,33,0
1,0,2021-06-07,127,28,63.0,36.0,0.0,1400,293
1,19,2021-07-24,1,0,1.0,0.0,0.0,14,0
2,90,2021-07-02,0,0,0.0,0.0,0.0,17,10
3,79,2021-01-28,9,4,,,,131,18
3,79,2021-07-24,25,9,13.0,1.0,2.0,246,40
6,79,2020-12-30,1,0,,,,49,10
32,39,2021-04-06,83,17,59.0,5.0,2.0,1306,18
3,9,2021-01-24,1,0,,,,120,0
27,9,2021-07-03,1,0,1.0,0.0,0.0,86,0
76,49,2021-02-17,50,16,,,,930,20
4,90,2021-07-30,5,0,3.0,2.0,0.0,33,24
93,79,2020-12-04,626,143,,,,3228,630
52,9,2021-03-06,1,0,,,,48,0
53,69,2021-04-18,142,47,67.0,21.0,7.0,1006,122
2,49,2021-02-16,2,1,,,,51,1
94,39,2021-03-21,2,1,1.0,0.0,0.0,43,1
28,29,2021-07-14,6,0,6.0,0.0,0.0,335,2
6,89,2021-02-26,10,0,,,,43,21
11,19,2020-12-18,21,5,,,,492,4
93,90,2020-03-18,6,0,,,,0,1
53,0,2021-02-17,710,52,,,,4494,1062
11,9,2021-01-09,7,1,,,,631,3
28,49,2021-07-05,29,10,9.0,9.0,1.0,933,33
52,39,2021-02-09,14,2,,,,347,3
27,39,2020-12-27,17,5,,,,368,8
2,49,2021-01-25,1,0,,,,50,1
53,29,2021-04-16,9,3,5.0,0.0,1.0,181,0
1,59,2021-01-08,6,0,,,,139,10
94,69,2021-07-08,7,0,1.0,5.0,1.0,175,22
4,9,2020-12-03,0,0,,,,21,0
44,9,2021-01-28,1,0,,,,203,1
76,19,2021-01-25,2,0,,,,111,0
44,79,2021-07-02,151,16,67.0,68.0,0.0,7961,2408
3,90,2021-06-24,1,0,1.0,0.0,0.0,16,8
